"origin"	"dest"	"count"
3003603	359796	1
3013420	360630	1
3171058	359796	2
2998362	359796	1
3032349	2988507	1
3037984	360630	4
3028338	3028338	1
3028338	349484	1
3037984	3037984	3
2995582	361058	1
3023581	3023582	1
3023582	359796	1
2967849	2967849	1
2967849	360630	1
3023363	361058	2
2996959	361058	1
2995675	361058	1
2980104	2980104	1
2980104	360630	1
3002172	359796	2
2988507	2960313	1
2960313	361058	2
2969401	2969401	1
2969401	359796	1
2981282	2981282	1
2981282	359796	1
3019329	360630	1
2976791	361058	1
3025942	358619	1
359493	361058	4
3028134	2999180	1
2999180	361058	2
3028134	3028134	2
3028134	361055	1
3028134	361058	2
3004935	360630	1
2988670	2988670	2
2968515	361058	2
2972872	359796	1
252919	361058	1
2983440	361058	1
2983440	360630	2
2981794	361058	1
2981143	2981898	1
2981898	359796	1
3035431	2972328	1
3024740	3024740	1
3024740	359796	1
3034382	361058	2
2802361	360630	3
3011057	3009647	1
3009647	360630	1
3018174	361058	3
6299592	360630	5
3021762	360630	1
3036016	361058	2
366755	361058	1
2972203	358619	1
662112	662112	1
662112	360630	1
3027240	360630	1
2993876	361058	1
2993890	361058	1
3024899	359796	1
3036938	3036938	1
2994274	359796	1
3037543	360630	3
163843	361058	2
3026745	358619	1
2998441	359796	3
3031711	3031709	1
3031709	361058	1
2978263	361058	1
2985205	361058	1
3028134	2995469	1
3024011	361058	1
933965	1259425	1
1259425	359796	1
2997577	2997577	19
2969679	358619	1
3036418	1566083	1
2996479	361058	1
3007680	359796	1
361058	360761	2
2992260	361058	1
2992764	2507480	1
6426393	6426393	1
6426393	359796	1
3167872	361058	1
2988487	361058	1
2979933	2979933	1
2979933	360630	1
3009289	358619	1
3037829	361055	1
2975349	358619	1
2988286	358619	1
6619540	2996944	1
3009125	359796	1
2996882	361058	3
2506999	361058	9
3021435	360630	1
3002585	361058	1
2980045	361058	3
6620213	6620213	1
6620213	360630	1
2967392	3018601	1
3018601	359796	2
3027857	361058	1
3025053	361058	2
3010653	361058	3
756135	361055	1
3016351	361055	2
3016351	358619	1
2989453	2984114	1
2984114	361058	1
6620223	358619	1
3038493	3038493	1
3038493	361055	2
3011313	358619	2
3033766	3025053	1
3025053	359796	1
2989816	2989816	1
2989816	359796	1
2972857	2972857	1
2972857	359796	1
1701668	1701668	1
3012547	361058	1
3006693	3028137	1
3028137	359796	1
3011313	360630	1
3016164	359796	1
2995727	361058	1
3018713	3018713	1
3018713	361058	2
2997116	361058	1
3024597	358619	1
2989935	360630	1
2975020	361058	2
3038354	3038354	7
3038354	360630	10
3024297	360630	3
3024086	360630	1
2984627	2984627	1
2984627	360630	1
2980045	358619	1
3011313	361058	2
2987472	359796	1
3027997	3027997	1
3027997	361058	2
3024057	3024057	1
3024057	360630	1
2479161	361058	1
3026467	3026467	1
3026467	360630	1
2479161	360630	1
2980754	2996983	1
2996983	359796	1
2977001	358619	1
3021435	361058	1
3022242	358619	1
3013592	361058	1
756135	358619	1
2974551	2974551	1
2974551	359796	1
3015904	3015904	1
3015904	361058	1
2982076	361058	2
3031020	360630	3
3170831	357994	1
2642302	1880252	1
1880252	359796	1
3025055	361058	1
2990969	358619	3
3002465	360630	2
2972284	361058	2
2972284	2990363	1
3026273	358619	1
3028808	361058	1
2982073	2982073	1
2982073	359796	2
2983359	358619	1
2982073	2995469	1
3025177	361055	1
3012148	360630	1
2978432	361055	1
3028745	3028745	1
3028745	358619	1
2968072	2988507	1
2987843	361058	1
3010154	358619	1
3022523	361055	1
3005825	360610	1
3007680	361058	2
2988358	358619	2
3018285	361058	1
2993749	361058	1
3010313	359796	1
3031710	2467686	1
2467686	361058	1
2990363	360630	7
3013254	361058	1
3033453	361058	1
2998140	361058	1
2988837	361058	1
3028296	2744911	1
2744911	361058	1
174982	361058	1
3001617	358619	1
3019238	361058	1
2503769	361058	1
3017560	2995128	1
2995128	359796	1
3011313	350767	1
3011313	361055	1
2969162	361058	1
3037224	2988507	2
3011021	358619	1
2986306	361058	1
2972191	360630	4
3003603	1566083	1
3028641	359796	2
2979360	354775	1
354775	361058	1
2982636	361055	1
2975364	2975364	1
2975364	359796	1
2971258	2995469	1
3032890	3031871	1
3031871	359796	1
3012634	359796	1
2987967	358619	2
2983696	358619	1
2982652	361055	1
3028214	361055	1
3037818	361058	1
2980586	360630	1
2992625	358619	1
2644210	127486	1
127486	361058	6
3021689	359796	1
2974216	361058	1
2969747	2472350	1
3035937	361058	2
2983510	361058	1
2969747	359796	1
2969747	361058	1
2974733	361055	1
2976699	361058	1
2980291	361058	6
6519553	6519553	1
6519553	361473	1
3025892	349484	1
3016670	2979475	1
2979475	359796	1
2992703	360630	1
2990363	2990363	3
3027484	358619	1
3175395	358619	1
3007811	3007811	2
3007811	360630	2
2972174	361058	1
3033123	360630	2
2990363	359796	2
3009652	361058	1
2988358	361058	2
3016358	3014867	1
3014867	361058	1
3025466	358619	3
360630	2988507	4
3025188	358619	1
3570410	358619	1
3570675	2988507	1
2479536	360630	8
358683	360630	4
2464915	361058	1
2994160	361058	8
3012647	358619	1
7498240	361058	1
2996882	2988507	1
3018174	3018174	2
3013478	2988507	1
3013478	361058	1
2981954	359796	1
3025466	3025466	3
3025466	359796	4
3175093	360166	1
6613246	6613246	1
6613246	359796	1
3012255	3012255	1
3012255	360630	2
2981355	2995469	1
361058	360829	1
2991483	2991483	1
2991483	359796	1
3028134	360630	2
2995469	358048	1
3014728	2979029	1
2979029	361058	1
3028641	3028641	7
3028641	360630	6
2984159	361058	1
361058	3028641	1
361058	2995469	2
3003650	360630	2
3020850	3003650	1
2981698	358619	1
3026338	361058	1
2990870	361058	2
3020035	361058	4
3028338	359796	1
3031995	361058	1
3004977	361058	1
3021210	361058	1
2782113	361058	4
3170647	360630	2
2979719	361058	1
3014717	358619	1
3028104	361058	1
3023763	361058	5
359106	361058	1
3008206	3030300	1
3026380	3033123	1
3013456	361058	1
2970407	361058	2
2994806	361058	1
3001613	361058	1
359493	360630	3
3036719	358619	1
3012387	359796	1
2479576	359796	2
2988634	2472350	1
2986820	361058	1
3038638	358619	2
2993586	360630	3
2392204	359796	1
2977760	361058	1
3013757	359796	1
3021042	361058	1
3027371	3027371	1
3027371	361055	1
2995801	361058	1
3026613	3026613	2
3026613	361058	2
3014728	361055	2
498817	361058	1
3006632	361058	1
3031137	361058	2
351971	361058	5
3031009	361058	1
3022800	360630	1
2978444	361058	1
3028394	361058	1
3033948	361058	1
2980291	360630	3
2968177	361058	1
2976413	361058	1
2969387	2984643	1
2984643	359796	1
2969387	2995469	1
3003253	358619	1
3023476	358619	1
2977146	361058	1
3176219	360630	2
3029570	358619	1
2997577	360630	8
3024816	3024816	1
3024816	361058	1
2997768	361058	1
3004843	361058	1
3030142	361058	1
2983648	360630	1
2969562	361058	1
3035702	361058	1
3022600	361058	1
2976258	358619	1
2977194	361058	1
400666	361058	1
299817	361058	1
2986946	2986946	3
2986946	2988507	1
2988507	2986946	1
2986946	360630	2
3016274	360630	2
3017245	361058	1
3025382	361058	1
3024292	358619	1
3007885	3030300	1
6533958	361058	1
2976695	361058	2
3036850	361058	1
2970051	2995469	1
2993026	361058	1
3013281	361058	1
3013259	359796	1
3005334	361058	1
2988507	498817	1
498817	360630	1
2982558	2982558	1
2982558	359796	1
3033944	358619	1
3019801	359796	1
3029241	3029241	1
3029241	360630	4
3037854	358619	1
2997395	358619	1
2983011	2983011	1
2983011	359796	2
2989120	361058	1
2986219	2986219	1
2986219	361058	1
1275339	359796	1
3037656	360630	3
2979989	361058	1
3026603	3026603	1
3026603	361058	1
2986715	361058	2
2982286	361058	1
2994312	361058	1
2995469	354500	1
2989590	358619	2
2980933	358619	1
3005364	361058	1
3012109	361058	1
2996837	361058	1
2999182	361058	1
3008831	361058	1
3022461	361058	1
2990146	2990146	1
2990146	359796	1
2985879	2985879	1
2985879	361058	1
6617852	2976583	1
2976583	359796	1
2968983	361058	1
3017714	361058	1
2991194	2991194	1
2991194	360630	1
3033123	358619	1
2999683	361058	1
3038056	360630	1
2524170	361058	1
3002465	361058	3
3035595	359796	1
2990580	360630	1
3011251	2988507	1
3011251	360630	1
6620225	6620225	1
2976121	360630	1
3004608	3004608	1
3004608	359796	1
2978112	2996944	1
2996944	360610	1
360610	361055	1
2978112	2978112	1
2978112	359796	1
2825297	360630	1
3022540	361058	2
3003298	359796	1
3006796	358619	1
3017295	2975964	1
2975964	359796	1
2974389	361055	1
2246452	358619	1
2980844	361058	1
3018264	359796	1
3012056	361058	1
2992978	361058	1
3037393	6616245	1
6616245	361058	1
2993024	358619	1
3026467	361058	3
2981685	359796	1
2972214	361058	2
3016670	359796	1
2980586	2996944	1
2797344	361058	1
2973539	361058	1
2970830	361058	1
3021199	2988507	1
2986306	2507480	1
2979772	361058	1
2973487	361058	2
3020471	361058	1
2980182	361058	1
2985968	358619	1
2979731	2979798	1
2979798	359796	1
2994651	361058	1
3027889	3027889	1
3027889	360630	1
2996047	2996047	1
2996047	359796	1
2980933	2980933	1
2980933	361058	1
2977246	361055	1
3018424	360630	1
3020990	3020990	1
3020990	359796	1
3030944	361058	2
3014728	358619	2
3018409	3018409	1
3018409	359796	1
3012715	361058	1
2795716	2795716	1
2795716	360630	1
2975891	2988507	1
2989581	2989581	1
2989581	361058	1
2992654	2992654	2
2992654	359796	2
2973301	360630	1
3024635	3024635	12
3024635	360630	5
3021411	358619	1
2983011	360630	3
2976678	2976678	1
2976678	359796	1
2982536	360630	2
2513680	361055	1
2988203	359796	1
2975665	361058	1
2969964	358619	1
3570429	358619	1
2998945	360630	1
2525448	360630	1
2968936	358048	1
3028720	358619	1
2984663	361058	1
2968936	361058	1
2969562	360630	1
2505329	361058	1
2983154	3010025	1
3028094	359796	1
2990864	3010550	1
3010550	361058	1
3031792	3031792	1
3031792	359796	1
3005735	358619	1
2983580	361058	2
3001644	2995469	1
2973355	358619	2
2973355	361058	1
2968290	2968290	1
2968290	359796	1
3167022	2972328	1
3006689	361055	1
3020850	360630	3
3036517	3038230	1
3038230	359796	1
3021372	361058	2
2995607	361058	1
3021263	360630	1
2990969	3037656	1
3037656	359796	3
2996103	360630	1
3034650	361058	1
2990205	359796	1
3030375	359796	1
3026141	359796	1
2980291	2988507	1
2985290	2985290	1
2985290	360630	1
2986700	2981294	1
2981294	361058	1
6299453	361058	1
2985854	3037797	1
3037797	359796	2
2589581	361058	5
2968788	361058	2
3015996	360630	1
3005417	360610	1
3009071	359796	1
3007635	361058	1
2986060	361058	1
3012937	2972328	1
2994040	2988507	1
776597	361055	1
3034951	359796	1
2980936	2968254	1
2968254	359796	1
3027010	360630	1
2980563	3035540	2
3035540	361058	2
3005417	361058	3
3035540	3005417	1
3005417	2982350	1
2982350	2982350	1
2982350	361058	1
3024701	361055	1
2980563	361058	2
2980563	358448	1
3024189	3024189	1
3024189	360630	1
2970654	360630	1
3023244	361058	1
3006770	358619	1
3170647	3170647	1
8288224	360630	1
3026298	358619	2
3026298	3026298	2
772636	360630	1
2821164	361058	1
2984114	358619	1
2996148	361058	2
3033766	358619	1
2747891	359796	1
3009481	360630	2
2994041	358619	1
2987182	360630	1
2967203	358048	1
2972191	361055	1
3002465	358619	2
2989317	358619	1
2789786	2969679	1
2988507	3004304	1
3004304	361058	1
3030142	358619	1
2993002	358619	1
3023414	3023414	1
2988507	358683	1
2974337	361058	1
2985947	359796	2
2985947	358619	2
2659836	361058	1
3025012	1566083	1
2996882	360630	1
3035883	360630	1
2975798	358619	1
2984257	361055	1
3036418	358619	1
2995469	2997570	1
2997570	361058	1
2985143	2985143	1
2985143	360630	1
3006543	359796	1
3023968	361058	1
3012962	358619	1
2985385	3031086	1
3031086	358619	1
3021664	361055	2
2987967	360630	1
2993728	360630	1
311046	2995469	3
311046	311046	5
3032928	361058	1
2997465	2997465	1
2997465	359796	1
3006511	3016702	1
3018973	347497	1
2967199	2967199	1
2967199	359796	1
3026108	361058	1
2975048	3003095	1
3003095	359796	1
2996944	3025141	1
3025141	359796	1
2981906	2981906	1
2981906	359796	1
3036159	2996944	1
2967758	2967758	2
3035676	359796	1
1573261	361058	1
2996760	361058	1
3019960	358619	1
2968405	361058	1
3021411	361058	3
3034382	3034382	1
3023954	2988507	1
3029580	3029580	1
3029580	3016274	1
3016274	361055	1
2994160	361055	1
3017921	360630	1
2999873	361058	1
2991984	360630	1
2978811	2978811	1
2978811	361058	1
2997616	3030300	1
2976341	360630	7
3028263	360630	2
2968751	2995469	2
2982835	361058	5
2986629	361058	1
2970606	2970606	1
2970606	359796	1
3029543	3029543	1
3029543	359796	1
3010014	361058	1
2981410	2995469	1
2982876	361058	1
2998072	351971	1
3038146	361058	1
2991481	2969392	1
2969392	360630	4
2996944	2995469	2
2988393	361058	1
2977921	2977921	4
2977921	360630	2
3012975	358619	2
2996212	361055	1
2992816	361058	1
3031030	361058	2
2969579	3036938	1
3036938	359796	2
3002465	360761	1
3015119	3015119	1
3015119	360630	1
2983362	1566083	1
3038493	358619	1
3020732	3020732	1
3020732	359796	1
2980291	2503769	1
2972191	351971	1
2985230	2985230	1
2985230	361058	1
2995983	361058	1
3004870	3004871	2
3004871	361058	2
3005708	361058	1
2980637	361058	1
2983276	2978643	1
2978643	361058	1
2978997	2996944	1
3027237	3027237	1
3027237	361058	1
2971730	361058	1
2968120	358619	1
2472350	359796	2
3172394	360630	2
3034868	361058	1
2996901	361058	1
3026243	359796	1
3016670	360630	1
2980650	361058	1
3030057	360630	3
3019875	3019875	1
3019875	359796	1
2745912	361058	1
2977449	361058	1
2972350	361058	2
2988507	347796	1
3035522	361058	1
2969679	3036496	1
3036496	359796	1
3027397	2988507	1
2989590	359796	1
3009523	360630	2
2985165	361058	1
2989837	361058	1
2976982	361058	1
2997577	358619	2
3013663	361058	2
2977587	2988507	1
2984701	358619	1
3003633	3003633	1
3003633	359796	1
2496059	361058	1
3014579	361058	1
3027600	361058	1
2981983	361058	1
3016702	2995469	2
2986801	361058	1
2986695	2986695	1
2986695	361058	1
2980438	361055	2
2988797	361058	1
3017609	359796	1
359783	361058	3
3016702	358619	2
2982191	361058	1
3018758	3018758	4
3018758	360630	2
2969692	3036079	1
3036079	361058	1
2986143	2986143	1
2986143	361058	1
2967972	360630	1
3020307	361058	1
2971033	361058	1
3175395	3175395	1
3030561	358619	2
2976145	2988507	1
2506999	358619	4
2506999	2995469	1
3035156	358619	2
2970885	360630	1
3012148	358619	2
3012148	3012148	1
3015623	359796	1
2980845	358619	1
3027488	361058	1
2986660	359796	1
2992453	360630	1
2997631	3034485	1
3034485	359796	1
2989279	2989247	1
2989247	361058	1
2979303	360630	1
2977546	361058	1
2986611	2986611	1
2986611	359796	1
2994486	361058	1
3022242	359796	1
2976251	361058	1
2980856	3169851	1
3169851	359796	1
3006414	360630	2
2984519	358619	1
2971024	361058	1
2994718	360630	1
2978925	361055	2
2978643	358619	1
3020330	2995469	1
3019247	361058	1
745044	359796	2
3032551	361058	1
3008630	359796	1
3035843	2988507	1
2997626	360630	1
3035776	359796	1
3022540	358619	1
2992501	359796	1
2479536	2479536	1
2479536	2988507	1
2989795	361058	1
2976251	359796	1
2972191	2968491	1
2968491	2972191	1
360630	358619	11
2657970	358619	1
2980120	350203	1
350203	361058	2
6296392	360630	1
2976869	2464470	1
2464470	2506999	1
3031469	361058	1
2988394	358619	1
2991214	361058	8
2991602	359796	1
3021000	3021000	1
3021000	359796	1
2986709	2986709	1
2986709	359796	1
3021252	361058	1
2905528	360630	1
3019211	360630	1
2984678	361058	1
170654	361058	1
3027237	360630	1
3019423	3019423	1
3019423	358619	1
3012317	3012317	1
3012317	360630	1
360630	2995469	4
2994160	3031137	1
3031137	359796	1
3013663	351971	1
2967434	361058	1
3020850	361055	2
2501152	361055	1
3029030	361055	2
3021848	361055	1
3014265	360630	1
2978557	2978557	1
2978557	359796	1
3034797	361055	1
2986731	1566083	1
3037656	361058	1
3019944	361058	1
2977085	2977085	1
2977085	359796	1
2998013	361058	1
2992479	2988507	1
3036359	361058	1
3024297	358619	2
3007842	361058	1
2990919	358619	2
3033602	359796	1
3007680	3007680	1
2503181	361058	1
3030819	361058	1
2991772	3030300	1
2984516	2479536	1
2998595	360630	1
3035681	2969958	1
2969958	360630	1
3014346	360630	1
3038375	361058	1
3036240	3034341	1
3034341	361058	1
2972350	2972350	1
2972350	359796	1
3035938	3035938	1
3035938	358619	1
2974733	2995469	1
2976251	360630	1
3035681	361055	1
3037632	1566083	1
3017929	361058	2
3010983	3010983	1
3010983	359796	1
3077916	361055	1
6555187	2472350	1
3015894	361058	1
2990612	1819729	1
2988507	361937	2
361937	361058	1
2996397	361058	1
3012937	1566083	1
2997210	2997210	3
2997210	360630	4
3013386	3013386	1
3013386	359796	1
2976686	360630	1
2979207	1566083	1
3007663	3007663	1
3007663	361058	2
2972315	2507480	1
2972315	2995469	1
2992166	2995469	1
2990682	361055	1
3036418	3036418	2
3038354	2972328	1
2996944	1566083	1
2981369	361058	1
3013026	359796	1
2995469	361320	1
2972010	2972010	1
2972010	360630	1
3017253	359796	1
3027764	3024288	1
3024288	359796	1
2976338	361058	1
3033687	360630	2
2968755	2968748	1
2968748	359796	2
3035719	361058	1
6620020	359796	1
2996653	2996653	1
2996653	359796	1
3029002	361058	1
3014868	360630	4
3014868	3014868	1
2972168	359796	1
2976341	358619	1
2970654	359796	1
2975050	2975050	1
2975050	361058	1
2988507	3031137	1
6694596	360630	1
3001988	361055	2
2977967	361055	1
2977959	361055	1
2969478	2969478	2
2969478	2501152	1
3028558	361058	1
2992877	360630	2
2995532	361058	1
2992818	361058	1
2971929	935264	1
935264	359796	2
298795	360630	1
3017864	360630	1
2976906	2976906	1
2976906	359796	1
3028791	359796	1
6619573	361058	1
3027582	359796	1
2980932	2977824	1
2977824	359796	1
2986109	358619	2
3029069	361058	1
276781	360630	1
3016951	3016951	1
3016951	359796	1
3012621	3012621	1
3012621	359796	1
2967695	3010025	1
3021372	360630	2
2987914	2987914	1
2980636	361058	1
2978899	358619	1
3027213	361055	1
3034483	361058	2
2978100	361058	6
2982835	359796	1
2976341	361058	1
2995469	127486	1
3007803	358619	1
2988110	359796	1
2505572	359796	1
2987825	358619	1
3174567	361058	1
2997035	361058	2
3035681	2995469	1
2995469	2996944	1
3027647	3027647	1
3027647	360630	1
3027647	358619	1
357994	360630	2
3022862	2988507	1
3022862	3022862	1
3022862	360630	2
3030205	360630	1
3007622	361058	1
3020852	358619	1
2999706	361058	1
2983010	361058	1
2973783	359796	2
3013663	360630	1
756135	360630	2
3010381	3037656	1
360630	360995	2
3020860	2507480	1
3020860	361058	1
2987421	361058	2
269461	360630	1
2491911	360630	2
2986674	361058	1
2984741	359796	2
2506999	104515	1
104515	360630	1
3027695	2995469	1
2994727	2975446	1
2975446	359796	1
2991645	2991645	1
2991645	360630	1
2971324	2971324	1
2971324	360630	1
3033791	359796	3
2986640	359796	1
2657896	360630	1
2990420	361058	1
3014433	359796	1
3005950	359796	1
360995	361058	1
352262	361058	1
3014354	358619	1
2991214	358619	2
2921044	360630	3
2782113	360630	7
2981002	1566083	1
2983705	359796	1
756291	360630	1
3012954	361058	1
2984699	361058	3
3005346	2995469	1
2986377	359796	1
3033791	360630	2
3036399	2969284	1
2969284	358619	2
2991879	359796	1
2996995	361058	1
3038224	361058	2
3027949	360630	1
3027949	2988507	1
2972191	127486	1
2987508	361058	1
2974733	2974733	6
2974733	360630	2
2992373	359796	1
2982433	361055	2
3028050	361058	2
2973783	358619	1
2982879	2982876	1
2982876	359796	1
2996823	2996823	1
2996823	359796	1
2967395	2967288	1
2967288	359796	2
3028336	358619	1
377690	361058	1
3018174	361055	1
2991025	361055	1
2485926	359796	1
3038261	3038261	3
3038261	359796	3
3021646	3021646	1
3021646	359796	1
2995752	361058	1
2989216	359796	1
2994100	2995469	1
2983784	2983784	1
2983784	361058	1
2994057	361058	1
3037726	3037726	1
3037726	361058	1
2967460	361058	1
3015006	360630	1
3002357	361058	1
2658434	359796	1
2969284	2969284	3
3013718	361058	1
3035426	359796	1
2993313	361058	1
2990363	361055	5
2978421	361058	1
2661077	361058	1
2991896	359796	1
3031020	3031020	2
2986467	361058	1
3031020	2995469	1
360630	2971041	1
2971041	360630	2
2971041	2971041	3
3019153	360630	1
2984699	2984699	1
2984699	359796	1
2973672	358619	1
2977881	2977881	2
2977881	359796	2
2968091	2970654	1
2970654	361058	1
3013834	3013834	1
3013834	361058	1
3014412	361058	1
2481007	360630	1
2983705	2983705	1
2983705	360630	1
2972191	361058	1
2981492	3036715	1
3036715	359796	1
2987475	359796	1
2991268	2991268	1
2991268	359796	1
2975288	358619	1
2986656	361058	1
2971549	361058	3
3023728	3023728	1
3023728	359796	1
2992620	358619	1
2972685	359796	1
3037332	361058	1
3007693	3007693	1
3007693	360630	1
3018074	3034051	1
3034051	361058	1
3029350	361058	1
2971054	361058	1
3021356	361058	1
2968556	361058	1
2487134	359796	1
3007691	3007691	1
3007691	358619	1
703367	360630	1
3035560	359796	1
3025582	3020500	1
3020500	361058	1
2995502	361058	1
2980203	361058	1
3029224	3029224	1
3029224	361058	1
3014856	2995469	1
2975113	361058	1
3024421	361058	1
3014690	3025466	1
3014185	361055	1
2974691	2974691	1
2974691	359796	1
3018747	2988507	1
3018747	359796	1
3026057	359796	1
6438298	360630	1
2980742	360166	1
360166	360630	1
2980742	361058	1
2562305	361058	1
3031582	3031582	1
3030953	361058	2
2979443	2979443	1
2979443	359796	1
3034198	361058	2
2968290	360630	1
2987825	360630	1
2503769	2503769	1
2503769	361055	1
3032600	2981280	1
2981280	359796	2
2984159	2984159	1
2984159	359796	1
3028575	361058	1
2988516	361058	1
2970777	2970777	3
2970777	360630	1
3012821	2995469	1
2972203	361058	1
2968463	360761	1
3020996	2986725	1
2986725	361058	1
3024207	3024207	1
3024207	359796	1
3034554	361058	1
2975442	358619	1
3003796	3031582	1
2997577	1566083	2
2972328	361055	4
6519553	361058	1
2985963	2985963	1
2985963	359796	1
3012157	361058	1
2998517	360630	1
3021993	2969392	1
2998517	359796	1
3026262	358619	1
2984299	2984299	1
2984299	359796	1
2971321	2971321	1
2971321	361058	1
2992266	2992266	2
2992266	360630	1
2997961	358619	1
3029241	361058	2
2986804	2986804	1
2986804	359796	1
2977628	3012712	1
3012712	359796	1
2969814	360630	1
2802361	358619	1
3016667	361058	2
3016667	358619	1
2994349	361058	1
3021000	360630	2
3008754	361058	1
3005443	3005443	1
3005443	360630	1
3005443	361058	1
3027491	358619	1
2997961	2997961	1
2997961	359796	1
2996148	2996148	1
3023414	361058	1
2977390	358048	1
2997964	361058	1
3019480	359796	3
3012298	2991214	1
3014928	2991214	1
3027468	361058	1
2997577	359796	2
3015305	361058	1
3033339	360630	1
2982967	361058	1
2976703	2976703	1
2976703	359796	2
2971169	2971169	1
2971169	361058	1
2986599	3030300	1
3028425	2984701	1
2984701	359796	2
3021747	3021747	1
3021747	361058	1
3032898	359796	1
3034582	3034582	1
3034582	361058	1
2977413	3030300	1
3026795	359796	1
3016177	359796	1
2986698	361058	1
3024692	358619	1
2990316	361058	1
3021372	358619	2
2986597	358619	2
2974733	358619	3
3035883	359796	1
3012361	361058	1
2981851	2988507	1
2971746	359796	1
2970777	3036059	1
3036059	361058	1
3033382	3033382	1
3033382	360630	2
3000310	3000310	1
3000310	2988507	1
2989453	361058	1
3033682	361058	1
2986790	359796	1
3019355	358619	1
3042142	361058	1
3936456	2979226	1
2979226	360630	1
1259425	361058	1
2975732	359796	1
2970860	360610	1
2978783	2978783	1
2978783	360630	1
2994497	361058	1
2996330	2996330	1
2996330	359796	1
2986733	2984741	1
3038682	361058	1
3008720	361058	1
2986160	360630	1
2997511	2997511	1
2984065	2984065	1
2984065	359796	2
3017488	358619	1
2983911	360630	1
3036207	358619	1
2984699	358619	1
3024035	361058	1
2969679	361055	2
3036689	361058	1
2977144	361058	1
2981629	361058	1
3030300	2988507	1
3019090	3018044	1
3018044	359796	1
3022989	359796	1
2968405	2988507	1
3002801	361058	2
2979783	361055	1
3030460	3030460	1
3030460	2988507	1
358048	361055	1
2974304	361058	1
2973993	2973993	1
2973993	359796	1
3021356	358619	1
2994099	361058	1
390903	360630	3
2978100	360630	4
3005825	359796	1
2983276	358619	1
2991861	2991861	2
2991861	360630	2
2654394	2654394	1
2654394	360630	1
2973520	361058	1
3020119	360630	1
3027857	3027857	3
3027857	359796	2
3028330	358619	1
2993024	359796	1
3164582	359796	1
2978766	2978766	1
2978766	359796	1
2998354	3035088	1
3035088	361058	1
2998354	360630	1
2976125	360630	4
266826	360630	1
266826	361058	2
361058	361320	2
3002138	361055	1
2971056	360630	4
2971056	2971056	2
2995573	2988507	1
3028214	361058	1
2977824	360630	1
2988394	361058	1
2970923	2970923	1
2970923	360630	1
2985749	358619	1
3034655	361058	1
3036235	358619	1
3035498	361058	2
2970316	361058	1
2991029	3038261	1
3038261	361055	1
3035928	1566083	1
2492913	361058	1
6617123	6617123	1
6617123	361058	1
8296870	2976792	1
2976792	359796	1
2969176	361058	2
3006380	360630	1
3170831	358619	1
3027355	361058	1
3034911	361058	1
2982811	2982811	1
2982811	359796	1
3035746	358619	1
3013663	2972328	1
2981115	2981115	1
2981115	359796	1
3029030	358619	1
2967288	2967288	1
2971445	361058	1
2759794	1648148	1
1648148	359796	1
2995790	361055	1
2992856	3030300	1
2990590	361058	2
2972350	3013508	1
3013508	3023763	1
3023763	347634	1
347634	360630	1
2972350	359783	1
360630	361661	1
2988507	347634	1
2990590	2990590	1
2978640	3014728	1
3013508	2978148	1
2978148	360630	1
6299463	361058	1
2994525	359796	1
2983262	360630	1
3029030	2988507	1
3029030	361058	1
3037049	361058	1
2993947	359796	2
3038230	2988507	1
2968391	361058	1
2482908	361058	1
3015857	361058	1
3026845	360630	1
3032505	361058	1
3032125	361058	1
3021221	361058	1
3019923	361058	1
2997395	361058	1
3020251	360630	2
2977081	2977081	1
2977081	359796	1
2991954	359796	1
6694622	359796	1
2562770	360630	1
2982159	360630	1
3003517	360630	1
3020035	360630	1
2979475	358619	1
2978525	361055	1
3011969	361058	1
3037512	3037512	1
3037512	360630	3
2991214	359796	3
2994106	361058	1
2992863	361058	2
3014816	359796	2
2984037	361058	1
3019348	358619	1
3036418	3002520	1
3002520	361058	1
2512989	361058	1
3023808	2507480	1
2975333	361058	1
2968691	2968691	1
6694620	360630	2
2995469	6694620	1
2993875	3017382	1
3017382	2993875	1
2993875	2993875	1
3038224	359796	2
3016274	359796	1
3006699	3006699	1
3006699	359796	1
3012777	361058	1
3026610	361058	1
2983362	360630	2
2800298	360630	1
3021263	360686	1
2989640	2971041	1
2971041	359796	1
359992	361058	1
3027484	361058	1
3024916	2990005	1
2990005	361058	1
3029094	358619	1
3006787	1566083	1
3012732	359796	1
2977355	359796	1
8378560	360630	1
3021233	361058	1
2985196	360630	1
2523920	2988507	1
3031133	360630	4
3031133	358683	1
3023473	358619	1
2987551	360630	1
3034241	361055	1
3021000	361058	1
2523920	2995469	1
3011313	3011313	1
2993457	361058	1
3034515	3034515	1
3034515	361058	1
2990919	361058	1
3016912	360630	1
2985361	361058	1
2983855	360630	1
2982967	360630	2
2969612	359796	1
3010025	358619	6
3008636	358619	1
360630	352261	2
352261	360630	2
3026615	361058	1
2978004	361058	1
3021048	360630	1
3020119	359796	1
3022897	358619	1
2991346	360630	1
3027447	361058	1
3031868	361058	2
2977255	359796	1
2992373	361055	1
361058	358683	2
2987370	361058	1
3012822	2988507	1
3037300	2996944	1
3035156	3035156	1
2970455	361058	1
3034911	358619	1
2978658	2995469	1
2986724	2986724	1
2986724	359796	1
2491042	361058	2
3010025	360761	1
3028263	361058	4
2981532	361058	1
3016264	361058	1
3026613	360630	1
2990205	361058	1
6694622	361058	1
6299393	361058	2
2975446	361058	2
